defense,param_value,trial,rmse,success
round,32,9,13.45566795071876,0.79
round,33,0,14.207040508142432,0.84
round,33,1,13.87713947469002,0.82
round,33,2,14.231303524273523,0.81
round,33,3,14.24710496908056,0.81
round,33,4,14.194717327231283,0.84
round,33,5,13.926234236145822,0.87
round,33,6,13.942022808760571,0.79
round,33,7,14.232533154712833,0.88
round,33,8,14.17991537351334,0.81
round,33,9,13.92587519691312,0.77
round,34,0,14.627884330961876,0.76
round,34,1,14.744660050336869,0.84
round,34,2,14.720224183075475,0.79
round,34,3,14.633010626661896,0.81
round,34,4,14.625833309592995,0.8
round,34,5,14.744829602270757,0.84
round,34,6,14.409892435407004,0.81
round,34,7,14.67259349944651,0.81
round,34,8,14.67259349944651,0.8
round,34,9,14.694386683356337,0.85
round,35,0,15.342587786941289,0.8
round,35,1,15.195558561632408,0.87
round,35,2,15.104304022363957,0.75
round,35,3,14.96529318122435,0.84
round,35,4,15.224486855063457,0.83
round,35,5,15.067182882012151,0.78
round,35,6,15.28037957643723,0.78
round,35,7,15.16096962598369,0.74
round,35,8,15.071828024496565,0.78
round,35,9,15.26613900107031,0.84
round,36,0,15.79398619728408,0.81
round,36,1,15.627059864222701,0.83
round,36,2,15.731338150329107,0.83
round,36,3,15.55297399213411,0.84
round,36,4,15.654711750779699,0.73
round,36,5,15.543487382180357,0.81
round,36,6,15.589579853222473,0.81
round,36,7,15.654232654461222,0.81
round,36,8,15.81059771166163,0.83
round,36,9,15.811546413934343,0.75
round,37,0,15.942709932756099,0.81
round,37,1,15.995311813153252,0.79
round,37,2,15.930787802240038,0.78
round,37,3,16.080578347808263,0.84
round,37,4,16.069536396548596,0.82
round,37,5,15.800949338568236,0.81
round,37,6,16.133350550955,0.82
round,37,7,15.964805041089603,0.74
round,37,8,16.056618573037102,0.79
round,37,9,16.326205927893962,0.79
round,38,0,16.261303760769,0.82
round,38,1,16.328196471135445,0.84
round,38,2,16.362457028209427,0.8
round,38,3,16.415846003176323,0.77
round,38,4,16.581917862539303,0.75
round,38,5,16.391003630040476,0.87
round,38,6,16.381697103780184,0.8
round,38,7,16.38551189313291,0.77
round,38,8,16.390698581817677,0.75
round,38,9,16.649924924755666,0.85
round,39,0,16.8677206521806,0.72
round,39,1,16.78615500941177,0.75
round,39,2,16.636706404814625,0.79
round,39,3,16.760220762269213,0.8
round,39,4,16.662082702951633,0.75
round,39,5,16.80223199458929,0.76
round,39,6,16.730212192318422,0.77
round,39,7,16.804463692721644,0.82
round,39,8,16.627387046676937,0.8
round,39,9,16.830032679706836,0.7
round,40,0,16.974539758120102,0.76
round,40,1,17.032468993073202,0.76
round,40,2,16.98940846527624,0.81
round,40,3,16.947123649752484,0.78
round,40,4,16.90118339052032,0.8
round,40,5,17.078202481525977,0.75
round,40,6,16.68382450159435,0.77
round,40,7,17.18894993884152,0.7
round,40,8,17.056523678639795,0.75
round,40,9,17.011319760677004,0.69
round,41,0,16.799404751359496,0.74
round,41,1,17.19840108847331,0.74
round,41,2,17.212204972053986,0.8
round,41,3,17.338108316653233,0.71
round,41,4,17.044647253610147,0.79
round,41,5,16.98940846527624,0.72
round,41,6,17.0182255244194,0.77
round,41,7,17.274981910265492,0.75
round,41,8,17.162604697422825,0.8
round,41,9,17.168575945604807,0.72
round,42,0,17.330753013068993,0.76
round,42,1,17.305923841274698,0.79
round,42,2,17.251521672014906,0.79
round,42,3,17.548504209761013,0.73
round,42,4,17.72596964907703,0.61
round,42,5,17.72596964907703,0.77
round,42,6,17.406751563689305,0.73
round,42,7,17.375557545011326,0.72
round,42,8,17.18894993884152,0.69
round,42,9,17.36101955531414,0.72
round,43,0,17.27252152987513,0.77
round,43,1,17.75992680165096,0.68
round,43,2,17.281782315490496,0.62
round,43,3,17.530116941994425,0.65
round,43,4,17.249492746165032,0.75
round,43,5,17.39928159436475,0.77
round,43,6,17.297976760303502,0.68
round,43,7,17.405171645232343,0.66
round,43,8,17.305634920452935,0.73
round,43,9,17.454941993601697,0.73
round,44,0,17.325126262166172,0.62
round,44,1,17.589485495602194,0.71
round,44,2,17.248043367292418,0.74
round,44,3,17.890360532979763,0.75
round,44,4,17.76907425838499,0.69
round,44,5,17.405028009170223,0.64
round,44,6,17.432871249452855,0.68
round,44,7,17.58735341090296,0.58
round,44,8,17.605112893702216,0.65
round,44,9,17.605964898295124,0.69
round,45,0,17.467111953611564,0.57
round,45,1,17.21336689901194,0.68
round,45,2,17.60184649404715,0.7
round,45,3,17.6451126377816,0.65
round,45,4,17.62313819953756,0.69
round,45,5,17.48013157845215,0.65
round,45,6,17.929026744360666,0.63
round,45,7,17.415223225672417,0.64
round,45,8,17.507712586171845,0.69
round,45,9,17.95689282698986,0.75
round,46,0,17.85441121963981,0.65
round,46,1,17.71298958391835,0.62
round,46,2,17.92888730512856,0.68
round,46,3,17.49056888726036,0.58
round,46,4,17.731187213494756,0.68
round,46,5,17.809267250507528,0.68
round,46,6,17.65247857950832,0.67
round,46,7,17.616043823742036,0.66
round,46,8,17.368937791356153,0.67
round,46,9,17.949512528199755,0.55
round,47,0,17.518418878426214,0.69
round,47,1,17.68021493082027,0.73
round,47,2,17.914658802221158,0.71
round,47,3,17.37498201437918,0.67
round,47,4,17.622428890479316,0.63
round,47,5,17.24644890984808,0.72
round,47,6,17.46768444871844,0.7
round,47,7,17.524982168321884,0.76
round,47,8,17.661540136692498,0.68
round,47,9,17.782435153825247,0.68
round,48,0,17.735134620295387,0.63
round,48,1,17.78651174345324,0.64
round,48,2,17.796769369747985,0.65
round,48,3,17.920658470045122,0.65
round,48,4,17.804634228200253,0.63
round,48,5,17.764149290072968,0.65
round,48,6,17.90265343461689,0.63
round,48,7,17.82792752958122,0.64
round,48,8,17.680639128719303,0.6
round,48,9,17.953551180755298,0.59
round,49,0,17.571425667827867,0.62
round,49,1,17.795224078386877,0.65
round,49,2,17.380880299915766,0.7
round,49,3,17.597300929403918,0.67
round,49,4,17.987217683677486,0.65
round,49,5,17.56245996436718,0.69
round,49,6,17.81067095872584,0.59
round,49,7,18.226766032404104,0.63
round,49,8,17.682901345650265,0.58
round,49,9,18.061146143033117,0.65
round,50,0,17.437889780589853,0.58
round,50,1,17.941711178145745,0.66
round,50,2,17.827226368675525,0.65
round,50,3,18.022069803438228,0.63
round,50,4,17.499285699707862,0.65
round,50,5,17.73302004735798,0.65
round,50,6,17.836759795433696,0.65
round,50,7,17.404309811078406,0.61
round,50,8,17.934742819455202,0.68
round,50,9,17.52883338958985,0.65
round,51,0,18.067097165842664,0.54
round,51,1,17.732033160356995,0.65
round,51,2,18.13987320793616,0.59
round,51,3,17.689686260643516,0.62
round,51,4,17.95828499606797,0.65
round,51,5,17.88854381999832,0.65
round,51,6,17.705225217432282,0.65
round,51,7,17.65969988419962,0.65
round,51,8,17.404453453067696,0.6
round,51,9,17.423116827938678,0.65
round,52,0,17.8105305928824,0.65
round,52,1,17.68827295130873,0.65
round,52,2,17.5994318090102,0.65
round,52,3,17.73330200498486,0.65
round,52,4,18.275119698650403,0.71
round,52,5,18.265267586323503,0.65
round,52,6,17.837881040078724,0.65
round,52,7,17.912984117672856,0.65
round,52,8,17.74006764361399,0.65
round,52,9,17.68148749398647,0.56
round,53,0,17.80645950210204,0.65
round,53,1,17.662530962464015,0.65
round,53,2,17.706072404686477,0.65
round,53,3,17.960094654538988,0.65
round,53,4,17.77188791321845,0.65
round,53,5,17.41436188896969,0.65
round,53,6,17.52826289168439,0.64
round,53,7,18.0076372686702,0.65
round,53,8,17.795224078386877,0.65
round,53,9,17.678800864312038,0.58
round,54,0,17.5493589626516,0.65
round,54,1,17.65375314203753,0.65
round,54,2,17.818950586384148,0.65
round,54,3,18.003888468883602,0.65
round,54,4,17.705366418123067,0.65
round,54,5,17.963156738168266,0.65
round,54,6,17.764993667322262,0.65
round,54,7,18.11146046016168,0.65
round,54,8,18.03607496103296,0.65
round,54,9,17.817407218784666,0.65
round,55,0,17.664795498391708,0.65
round,55,1,17.49385606434442,0.65
round,55,2,17.390514655984163,0.65
round,55,3,17.783419243778738,0.65
round,55,4,17.969001085202258,0.65
round,55,5,17.63505032598433,0.65
round,55,6,17.66507854497115,0.65
round,55,7,17.820072951590294,0.65
round,55,8,18.164250603864723,0.65
round,55,9,17.723853982698007,0.65
round,56,0,17.844046626256052,0.65
round,56,1,17.439036670642103,0.65
round,56,2,17.692936443677176,0.65
round,56,3,17.70014124237431,0.65
round,56,4,17.85301095053717,0.65
round,56,5,17.4984285008683,0.65
round,56,6,17.684739183827393,0.65
round,56,7,17.694349380522585,0.65
round,56,8,17.814741087088525,0.65
round,56,9,18.085076720876803,0.65
round,57,0,17.68897962009115,0.65
round,57,1,17.72371292929334,0.65
round,57,2,17.438319873198793,0.65
round,57,3,17.894552243629903,0.65
round,57,4,17.996944185055415,0.65
round,57,5,17.831292718140208,0.65
round,57,6,17.668757737882988,0.65
round,57,7,18.196153439669605,0.64
round,57,8,17.964270093716582,0.65
round,57,9,17.586216193371442,0.65
round,58,0,17.918007701750774,0.65
round,58,1,17.554059359589736,0.65
round,58,2,17.9986110575233,0.65
round,58,3,18.019711429431936,0.65
round,58,4,17.922332437492614,0.65
round,58,5,17.92916618250832,0.65
round,58,6,17.586500504648445,0.65
round,58,7,17.458235878805166,0.65
round,58,8,17.77202858426691,0.65
round,58,9,17.55648028506853,0.65
round,59,0,17.68897962009115,0.65
round,59,1,17.753027910753705,0.65
round,59,2,17.67427509121661,0.65
round,59,3,17.807863431641653,0.65
round,59,4,17.855951388822717,0.65
round,59,5,17.88700645720239,0.65
round,59,6,17.512995175012183,0.65
round,59,7,17.87008673733846,0.65
round,59,8,17.863510293332606,0.65
round,59,9,17.821616088334974,0.65
round,60,0,17.516135418521976,0.65
round,60,1,17.861550884511683,0.65
round,60,2,17.622996340009834,0.65
round,60,3,17.648795992928243,0.65
round,60,4,17.76879286839711,0.65
round,60,5,18.145798411753614,0.65
round,60,6,18.18364649898364,0.65
round,60,7,17.720186229269714,0.6
round,60,8,17.718916445426338,0.65
round,60,9,17.444626679869078,0.65
round,61,0,17.867708302969355,0.65
round,61,1,17.354394256210732,0.65
round,61,2,17.696186029763588,0.65
round,61,3,17.915356541246954,0.65
round,61,4,17.924843095547587,0.65
round,61,5,17.813618385942817,0.61
round,61,6,17.81796845883391,0.65
round,61,7,18.022763384120648,0.65
round,61,8,17.779623168110174,0.65
round,61,9,17.507426995421113,0.65
round,62,0,17.678800864312038,0.65
round,62,1,17.632073048850494,0.65
round,62,2,17.489425376495365,0.65
round,62,3,17.93223354744188,0.65
round,62,4,17.318487231857176,0.65
round,62,5,17.453223198022766,0.65
round,62,6,17.738376475878507,0.65
round,62,7,17.910471797247553,0.65
round,62,8,17.718352067841977,0.65
round,62,9,17.77118454127355,0.65
round,63,0,17.53952678951174,0.65
round,63,1,17.69844625948843,0.65
round,63,2,17.96023385148423,0.65
round,63,3,17.45709025009609,0.65
round,63,4,18.00041666184425,0.65
round,63,5,17.738376475878507,0.65
round,63,6,18.067650649710934,0.65
round,63,7,17.84096409950987,0.65
round,63,8,17.40833133875846,0.65
round,63,9,17.6451126377816,0.65
round,64,0,17.76696372484618,0.65
round,64,1,17.76682301369606,0.65
round,64,2,17.994721448246985,0.65
round,64,3,17.934045834668762,0.65
round,64,4,17.853851125177446,0.65
round,64,5,17.807863431641653,0.65
round,64,6,17.708754896942924,0.65
round,64,7,17.87973713453305,0.65
round,64,8,17.549786323485538,0.65
round,64,9,17.67554808202563,0.65
round,65,0,17.700564962734948,0.65
round,65,1,17.412782661022334,0.65
round,65,2,18.09861873182592,0.65
round,65,3,17.652336955768774,0.65
round,65,4,18.20796528994934,0.65
round,65,5,18.0492382110714,0.65
round,65,6,17.413931204641873,0.65
round,65,7,17.72399503498012,0.65
round,65,8,17.70070620060115,0.65
round,65,9,18.062530276791232,0.65
round,66,0,17.708754896942924,0.65
round,66,1,17.589485495602194,0.65
round,66,2,17.439753438624066,0.65
round,66,3,17.975121696389152,0.65
round,66,4,17.924564150907546,0.65
round,66,5,17.955361316331118,0.65
round,66,6,17.417232845661793,0.65
round,66,7,17.802527910383965,0.65
round,66,8,18.017907758671647,0.65
round,66,9,17.6207264322445,0.65
round,67,0,17.763304872686277,0.65
round,67,1,17.639586162946113,0.65
round,67,2,17.77948255714997,0.65
round,67,3,17.650637382259035,0.65
round,67,4,17.384619639209827,0.65
round,67,5,17.701412373028315,0.65
round,67,6,17.758378304338493,0.65
round,67,7,17.889941307897015,0.65
round,67,8,17.6168952996832,0.65
round,67,9,17.711013522664366,0.65
round,68,0,17.503285405888803,0.65
round,68,1,17.811092049618967,0.65
round,68,2,18.08175876401408,0.65
round,68,3,17.7300592215593,0.65
round,68,4,17.72455923288362,0.65
round,68,5,17.842365314049594,0.65
round,68,6,18.12360339446877,0.65
round,68,7,17.40976737351766,0.65
round,68,8,17.480989674500698,0.65
round,68,9,17.20450522392318,0.65
round,69,0,17.482991734826165,0.65
round,69,1,17.82301882398153,0.65
round,69,2,17.808424972467385,0.65
round,69,3,17.747816767140684,0.65
round,69,4,18.166314981305373,0.65
round,69,5,17.31054591860118,0.65
round,69,6,17.94268653240088,0.65
round,69,7,17.533824454465147,0.65
round,69,8,17.342433508593885,0.65
round,69,9,17.702118517284873,0.65
round,70,0,17.718916445426338,0.65
round,70,1,17.692088627406317,0.65
round,70,2,17.677952370113456,0.65
round,70,3,17.43315806157909,0.65
round,70,4,17.98054504179448,0.65
round,70,5,17.835358140502816,0.65
round,70,6,17.773435233516338,0.65
round,70,7,17.61831433480513,0.65
round,70,8,17.48041761514867,0.65
round,70,9,17.690958142508844,0.65
round,71,0,17.79424064128616,0.65
round,71,1,17.499285699707862,0.65
round,71,2,17.910053042914193,0.65
round,71,3,17.67328492386178,0.65
round,71,4,17.993471038129357,0.65
round,71,5,17.75330955061619,0.65
round,71,6,18.238146835684812,0.65
round,71,7,18.124017214734707,0.65
round,71,8,17.99638852659055,0.65
round,71,9,17.82287855538493,0.65
round,72,0,17.678942276052602,0.65
round,72,1,17.999444435870792,0.65
round,72,2,17.696892382562538,0.65
round,72,3,17.62796074422677,0.65
round,72,4,17.678518037437414,0.65
round,72,5,17.711436982921516,0.65
round,72,6,17.694349380522585,0.65
round,72,7,17.775966921661393,0.65
round,72,8,17.770903184700547,0.65
round,72,9,17.64341236836004,0.65
round,73,0,17.632356620712955,0.65
round,73,1,17.797331260613205,0.65
round,73,2,17.686152775547317,0.65
round,73,3,17.777092000661973,0.65
round,73,4,17.68346685466399,0.65
round,73,5,17.66111548005958,0.65
round,73,6,17.696609844826213,0.65
round,73,7,17.717787672280082,0.65
round,73,8,17.47898738485728,0.65
round,73,9,17.685021911210626,0.65
round,74,0,17.45050142546053,0.65
round,74,1,17.871066000661518,0.65
round,74,2,18.184333916863714,0.65
round,74,3,17.464535493393463,0.65
round,74,4,18.065298226157243,0.65
round,74,5,17.822457742971366,0.65
round,74,6,17.830030846860588,0.65
round,74,7,17.773435233516338,0.65
round,74,8,17.97873744176715,0.65
round,74,9,17.803230044011677,0.65
round,75,0,18.171543687865377,0.65
round,75,1,18.07290790105455,0.65
round,75,2,17.905027227010855,0.65
round,75,3,17.95132307101624,0.65
round,75,4,17.936833611315013,0.65
round,75,5,17.77019977377857,0.65
round,75,6,17.813478043324388,0.65
round,75,7,18.015132527961043,0.65
round,75,8,18.014577430514432,0.65
round,75,9,17.85175061443555,0.65
round,76,0,17.793538152936307,0.65
round,76,1,17.829750418892576,0.65
round,76,2,18.19093180680968,0.65
round,76,3,17.775123065678056,0.65
round,76,4,17.640719939957098,0.65
round,76,5,17.81684596105607,0.65
round,76,6,17.946726721048606,0.65
round,76,7,17.722866585290316,0.65
round,76,8,17.885748516626304,0.65
round,76,9,17.583941537664415,0.65
round,77,0,17.253840152267554,0.65
round,77,1,17.590480380023735,0.65
round,77,2,17.80182574906293,0.65
round,77,3,17.549643871030547,0.65
round,77,4,17.765697284373616,0.65
round,77,5,17.664512447276884,0.65
round,77,6,18.043835512440253,0.65
round,77,7,17.818389377269764,0.65
round,77,8,17.441760232270134,0.65
round,77,9,18.14221596167348,0.65
