defense,param_value,trial,rmse,success
noise,23,5,23.134443011664576,0.55
noise,23,6,24.091715643013355,0.54
noise,23,7,21.096181351256924,0.57
noise,23,8,22.156903795058465,0.59
noise,23,9,23.490656312738214,0.52
noise,24,0,24.958185883705774,0.52
noise,24,1,24.32749826799732,0.55
noise,24,2,24.37544910778186,0.54
noise,24,3,22.522281197411903,0.52
noise,24,4,22.01654533334253,0.53
noise,24,5,24.58185506647468,0.57
noise,24,6,24.538315039600146,0.55
noise,24,7,24.639624313321093,0.54
noise,24,8,25.599370058339424,0.58
noise,24,9,23.018646066427113,0.6
noise,25,0,24.231557113646723,0.54
noise,25,1,24.93321583682025,0.59
noise,25,2,25.271308946830267,0.57
noise,25,3,22.734838285192513,0.6
noise,25,4,25.026208596560316,0.57
noise,25,5,25.42122823866025,0.67
noise,25,6,23.996457545031138,0.53
noise,25,7,23.43277069739346,0.5
noise,25,8,23.527557539334822,0.62
noise,25,9,24.348065483123673,0.49
noise,26,0,24.195639753028203,0.53
noise,26,1,25.918956414076558,0.56
noise,26,2,23.64552225954047,0.57
noise,26,3,25.31045962141258,0.55
noise,26,4,26.024267479421187,0.55
noise,26,5,24.882168921078346,0.51
noise,26,6,24.78630192551047,0.5
noise,26,7,25.48499379020729,0.61
noise,26,8,27.996246332386036,0.52
noise,26,9,27.12011692987457,0.57
noise,27,0,27.99015258665275,0.54
noise,27,1,28.032878220425903,0.51
noise,27,2,26.806957278307216,0.54
noise,27,3,25.477395602486524,0.65
noise,27,4,27.936717967128757,0.58
noise,27,5,26.608587679894768,0.56
noise,27,6,26.661470960278425,0.59
noise,27,7,29.443360342004055,0.45
noise,27,8,27.959222859022905,0.59
noise,27,9,24.74341380548257,0.66
noise,28,0,28.816932712990937,0.6
noise,28,1,25.681458366006932,0.54
noise,28,2,27.839562727720367,0.52
noise,28,3,30.304203317800027,0.42
noise,28,4,26.9084109209219,0.49
noise,28,5,27.29077914747339,0.5
noise,28,6,28.864976991340757,0.5
noise,28,7,27.14746571529146,0.6
noise,28,8,25.21226660842195,0.4
noise,28,9,25.87250375892539,0.56
noise,29,0,31.168196732862697,0.52
noise,29,1,29.241350592587366,0.63
noise,29,2,28.483692310273238,0.52
noise,29,3,29.35591528000335,0.56
noise,29,4,28.104754976707596,0.52
noise,29,5,31.05041843319295,0.58
noise,29,6,27.07130146306266,0.59
noise,29,7,30.852961337572193,0.54
noise,29,8,29.337649953297305,0.57
noise,29,9,30.017692990194167,0.5
noise,30,0,31.48572559008228,0.56
noise,30,1,28.44764044309247,0.63
noise,30,2,28.990241572978295,0.56
noise,30,3,30.172413825343423,0.48
noise,30,4,31.231161673717622,0.56
noise,30,5,29.986653764420723,0.55
noise,30,6,30.70605314073607,0.56
noise,30,7,30.02972078679363,0.55
noise,30,8,30.50409314049255,0.58
noise,30,9,30.104755475462,0.57
noise,31,0,31.758406116729855,0.6
noise,31,1,30.241558840017564,0.56
noise,31,2,30.032601770069775,0.44
noise,31,3,34.96400313134542,0.54
noise,31,4,33.99887698180585,0.46
noise,31,5,32.66433459927031,0.55
noise,31,6,31.139143354996108,0.58
noise,31,7,31.92587531781605,0.55
noise,31,8,32.501130198437515,0.62
noise,31,9,31.915632243726257,0.59
noise,32,0,30.590832758004115,0.48
noise,32,1,31.519090862506065,0.49
noise,32,2,31.72019271134692,0.53
noise,32,3,35.80573657396231,0.49
noise,32,4,31.27290085094487,0.54
noise,32,5,30.529236943653526,0.48
noise,32,6,33.06674417815336,0.59
noise,32,7,31.792698462496563,0.53
noise,32,8,32.73645491882097,0.48
noise,32,9,30.154611271808484,0.56
noise,33,0,33.356658310365596,0.53
noise,33,1,35.398463841774934,0.46
noise,33,2,34.8246788120387,0.44
noise,33,3,33.42500256385551,0.46
noise,33,4,31.399740083000665,0.51
noise,33,5,35.731903738859046,0.55
noise,33,6,30.183463869655995,0.54
noise,33,7,32.50147343088289,0.48
noise,33,8,31.880657420021315,0.53
noise,33,9,31.701243117227804,0.48
noise,34,0,34.27144981755134,0.58
noise,34,1,36.00677386359863,0.49
noise,34,2,35.3575148585791,0.56
noise,34,3,33.05669438385551,0.51
noise,34,4,32.204723061818264,0.54
noise,34,5,33.581953476563605,0.54
noise,34,6,31.388509917195726,0.48
noise,34,7,34.33379652239227,0.57
noise,34,8,33.397946112659106,0.56
noise,34,9,32.363672550763376,0.58
noise,35,0,35.14403733917827,0.56
noise,35,1,32.611985812779636,0.55
noise,35,2,33.90801293844847,0.55
noise,35,3,35.0142876314146,0.35
noise,35,4,36.4017648113552,0.51
noise,35,5,36.73943577248514,0.52
noise,35,6,37.22682655379613,0.42
noise,35,7,36.72814207370154,0.55
noise,35,8,34.39895865656336,0.57
noise,35,9,32.35497097953649,0.48
noise,36,0,38.438362750016175,0.58
noise,36,1,34.665363269455355,0.47
noise,36,2,34.765835677413,0.47
noise,36,3,34.42850719843867,0.54
noise,36,4,34.62034653526877,0.54
noise,36,5,35.21543739599354,0.58
noise,36,6,33.53460860669599,0.55
noise,36,7,35.5316917170364,0.54
noise,36,8,34.820745596375865,0.43
noise,36,9,34.83706345057551,0.58
noise,37,0,36.36009495003306,0.51
noise,37,1,39.48222530119226,0.55
noise,37,2,37.89831230543789,0.5
noise,37,3,34.90570887031372,0.57
noise,37,4,35.87185374384965,0.56
noise,37,5,37.44007601738834,0.51
noise,37,6,36.20645552735535,0.5
noise,37,7,36.27488450997208,0.45
noise,37,8,39.23322809479428,0.55
noise,37,9,37.08244538879832,0.6
noise,38,0,37.704531441429694,0.51
noise,38,1,38.49386510288471,0.48
noise,38,2,36.165173528918004,0.52
noise,38,3,37.90399674422761,0.5
noise,38,4,33.928029918364786,0.51
noise,38,5,40.065081388170356,0.53
noise,38,6,37.98279670740802,0.51
noise,38,7,37.14871925040792,0.56
noise,38,8,39.55947633278153,0.5
noise,38,9,41.24240580668282,0.5
noise,39,0,38.57984158641259,0.59
noise,39,1,37.572258726539026,0.5
noise,39,2,36.93354305378509,0.55
noise,39,3,39.99283700494991,0.5
noise,39,4,39.72130710098541,0.46
noise,39,5,35.84391418151223,0.59
noise,39,6,36.40162613853112,0.55
noise,39,7,41.11765652709283,0.58
noise,39,8,38.8484964498057,0.54
noise,39,9,40.4770543595609,0.51
noise,40,0,38.99066860088121,0.53
noise,40,1,41.5105507788853,0.58
noise,40,2,40.65763283667395,0.47
noise,40,3,35.16065536616386,0.56
noise,40,4,38.0305482457875,0.52
noise,40,5,43.94113046912335,0.53
noise,40,6,39.554095423048764,0.59
noise,40,7,42.05930477844189,0.54
noise,40,8,42.066407033757685,0.52
noise,40,9,42.85732970303954,0.52
noise,41,0,38.27481365570378,0.49
noise,41,1,37.758514016225675,0.52
noise,41,2,40.46091968090876,0.51
noise,41,3,41.79508430664535,0.53
noise,41,4,41.11094080168064,0.58
noise,41,5,42.88521098113901,0.62
noise,41,6,43.933666653813226,0.51
noise,41,7,42.13586325610808,0.59
noise,41,8,41.60728046604002,0.55
noise,41,9,40.97316368460918,0.49
noise,42,0,38.521583657489,0.6
noise,42,1,42.81157144558701,0.56
noise,42,2,38.9784343178996,0.55
noise,42,3,39.58103247529639,0.44
noise,42,4,38.21456967655193,0.54
noise,42,5,42.77968178428632,0.53
noise,42,6,40.86155781090054,0.6
noise,42,7,44.33761064932952,0.42
noise,42,8,43.110706475699075,0.52
noise,42,9,41.85821568200798,0.54
noise,43,0,39.64570747551616,0.44
noise,43,1,45.73759473017865,0.52
noise,43,2,43.80596377526321,0.51
noise,43,3,45.136557926160954,0.52
noise,43,4,45.100631801653215,0.52
noise,43,5,40.55861564050152,0.49
noise,43,6,41.59368340658567,0.54
noise,43,7,43.75377605948049,0.53
noise,43,8,44.24332024215792,0.54
noise,43,9,40.9405856534397,0.49
noise,44,0,46.77310528664502,0.53
noise,44,1,44.750591548486085,0.4
noise,44,2,44.29006067333534,0.53
noise,44,3,45.014897534553484,0.52
noise,44,4,44.997632458013655,0.49
noise,44,5,41.12107497065149,0.57
noise,44,6,41.868558398340575,0.48
noise,44,7,45.393838145570264,0.49
noise,44,8,46.28826548701389,0.6
noise,44,9,44.36356114704088,0.47
noise,45,0,47.34832921188134,0.55
noise,45,1,45.83071668126913,0.58
noise,45,2,45.493269058076265,0.5
noise,45,3,42.4056175128089,0.54
noise,45,4,40.84910941226166,0.6
noise,45,5,42.49873087432252,0.53
noise,45,6,43.247950302925865,0.53
noise,45,7,45.99079550192613,0.56
noise,45,8,43.091127786375026,0.51
noise,45,9,44.837477789958136,0.49
noise,46,0,49.33106235415639,0.55
noise,46,1,48.75073471696312,0.57
noise,46,2,48.39840048240319,0.48
noise,46,3,45.36286289516705,0.54
noise,46,4,46.8006946827746,0.57
noise,46,5,43.103088694200125,0.55
noise,46,6,47.182012775685195,0.57
noise,46,7,49.04336252147784,0.42
noise,46,8,46.86538798953622,0.56
noise,46,9,43.98893347881342,0.65
noise,47,0,49.846172461671266,0.51
noise,47,1,48.33182098978494,0.53
noise,47,2,45.151012250009636,0.54
noise,47,3,43.98397805106901,0.46
noise,47,4,45.179508777313,0.54
noise,47,5,48.85829908199387,0.53
noise,47,6,47.083872519068635,0.53
noise,47,7,50.29640014831371,0.5
noise,47,8,46.319246922393276,0.47
noise,47,9,48.5762733714933,0.54
noise,48,0,43.61880954832286,0.53
noise,48,1,47.74373840526253,0.5
noise,48,2,49.47659168235299,0.61
noise,48,3,44.55545135300406,0.47
noise,48,4,43.50009497495316,0.63
noise,48,5,47.663884022314406,0.61
noise,48,6,48.645027402813724,0.49
noise,48,7,45.88163939190588,0.55
noise,48,8,46.100284171758936,0.53
noise,48,9,44.618220352984096,0.56
noise,49,0,49.80468639777715,0.45
noise,49,1,46.653125153759646,0.42
noise,49,2,52.730571142592694,0.57
noise,49,3,49.033050956434785,0.55
noise,49,4,49.317124676178,0.5
noise,49,5,50.662505175263504,0.44
noise,49,6,41.17861885874229,0.52
noise,49,7,49.76233150775632,0.56
noise,49,8,48.40257066100448,0.53
noise,49,9,49.38311373201895,0.57
noise,50,0,46.49986598309921,0.48
noise,50,1,45.352687651489966,0.54
noise,50,2,45.897930285754484,0.55
noise,50,3,48.76771945642646,0.51
noise,50,4,51.16080113558508,0.53
noise,50,5,45.80802956330483,0.55
noise,50,6,48.73278614873385,0.56
noise,50,7,47.65129937367736,0.5
noise,50,8,46.85685644576411,0.53
noise,50,9,54.27676526385687,0.54
noise,51,0,51.602237691598496,0.47
noise,51,1,50.722513805272186,0.49
noise,51,2,53.13868145534034,0.58
noise,51,3,50.06393443731046,0.52
noise,51,4,49.28286702451836,0.51
noise,51,5,48.593477533539115,0.56
noise,51,6,51.7673738411397,0.53
noise,51,7,52.18887564652284,0.59
noise,51,8,51.800768320508496,0.49
noise,51,9,52.46368116901397,0.49
noise,52,0,56.5353234654052,0.52
noise,52,1,50.2309816411947,0.39
noise,52,2,49.40391602788624,0.55
noise,52,3,54.328816428233765,0.52
noise,52,4,52.94568229302836,0.47
noise,52,5,55.50101480563968,0.52
noise,52,6,52.05387186055317,0.55
noise,52,7,50.774424217857614,0.61
noise,52,8,48.330704343944475,0.56
noise,52,9,49.97130904930952,0.51
noise,53,0,50.61629452964225,0.56
noise,53,1,57.75509879126224,0.53
noise,53,2,51.53686346382901,0.44
noise,53,3,51.580627771923496,0.53
noise,53,4,49.37858485283551,0.49
noise,53,5,56.27564258852816,0.51
noise,53,6,47.96059445895826,0.46
noise,53,7,50.85413755173883,0.45
noise,53,8,51.22048634358921,0.56
noise,53,9,52.72078920250568,0.49
noise,54,0,52.04688323426223,0.55
noise,54,1,53.11021303326493,0.48
noise,54,2,56.85328285392167,0.52
noise,54,3,54.14253800584205,0.61
noise,54,4,56.47951935859707,0.55
noise,54,5,54.42468251982701,0.53
noise,54,6,55.512630894553666,0.52
noise,54,7,60.09316293970054,0.54
noise,54,8,54.16609942716035,0.61
noise,54,9,55.85185007752575,0.49
noise,55,0,51.46840627242785,0.56
noise,55,1,51.81565136955623,0.58
noise,55,2,50.86999558854986,0.56
noise,55,3,54.37836486457035,0.47
noise,55,4,56.40633668504131,0.49
noise,55,5,53.7548603215287,0.58
noise,55,6,54.40524148191966,0.46
noise,55,7,53.53902586025295,0.5
noise,55,8,54.90189442615038,0.46
noise,55,9,56.22012828691312,0.58
noise,56,0,54.35713300256243,0.44
noise,56,1,59.402314370311736,0.47
noise,56,2,59.52329919547593,0.48
noise,56,3,59.300274134232666,0.5
noise,56,4,57.17314710729119,0.58
noise,56,5,57.829514811539795,0.41
noise,56,6,53.75031623241603,0.43
noise,56,7,54.234583764249564,0.54
noise,56,8,53.15951305063799,0.45
noise,56,9,56.57154125790758,0.52
noise,57,0,62.40580197680937,0.44
noise,57,1,55.51007782923578,0.53
noise,57,2,58.01885117096763,0.57
noise,57,3,60.19418257911835,0.56
noise,57,4,57.72315724439052,0.52
noise,57,5,54.73263286432563,0.54
noise,57,6,53.11900787831609,0.44
noise,57,7,58.766362494179276,0.5
noise,57,8,57.915860688585504,0.55
noise,57,9,58.133534909947855,0.49
noise,58,0,53.6862759743272,0.52
noise,58,1,53.54617243151875,0.53
noise,58,2,60.316080613720615,0.55
noise,58,3,60.007003389905385,0.55
noise,58,4,54.59476797239072,0.47
noise,58,5,61.149499791669356,0.53
noise,58,6,54.68551062899505,0.56
noise,58,7,58.91933197904716,0.47
noise,58,8,56.96022336056945,0.5
noise,58,9,50.81826861303122,0.46
noise,59,0,58.28910902241408,0.61
noise,59,1,64.81559630891151,0.46
noise,59,2,56.907079822331234,0.51
noise,59,3,62.30521277996258,0.49
noise,59,4,54.89253372852092,0.5
noise,59,5,65.9979747521288,0.56
noise,59,6,59.14423759120192,0.56
noise,59,7,61.58787425152695,0.52
noise,59,8,61.46622958956823,0.56
noise,59,9,62.62237918296768,0.57
noise,60,0,63.55126132654354,0.54
noise,60,1,63.01599087304528,0.51
noise,60,2,55.8699800450298,0.48
noise,60,3,58.93245841005531,0.52
noise,60,4,57.28502103536709,0.47
noise,60,5,59.62479491628269,0.52
noise,60,6,57.61699591348802,0.5
noise,60,7,59.16695671412311,0.53
noise,60,8,58.54560321057085,0.45
noise,60,9,60.25601059940169,0.42
noise,61,0,62.01206163297146,0.46
noise,61,1,55.56120101582505,0.43
noise,61,2,60.27839199496493,0.56
noise,61,3,63.31441119397105,0.6
noise,61,4,61.76384063036265,0.52
noise,61,5,58.71044591774301,0.54
noise,61,6,61.43540111632232,0.57
noise,61,7,59.21983459753505,0.52
noise,61,8,63.35159362580122,0.48
noise,61,9,62.39605540404264,0.48
noise,62,0,62.552371480076985,0.49
noise,62,1,54.9494072229372,0.49
noise,62,2,63.456177309951954,0.6
noise,62,3,59.47233773202931,0.51
noise,62,4,59.13776312155863,0.56
noise,62,5,60.67009267155723,0.36
noise,62,6,64.37401544452456,0.52
noise,62,7,63.78360008243373,0.49
noise,62,8,65.11931337870041,0.55
noise,62,9,62.50707435242724,0.47
noise,63,0,62.838557911064896,0.57
noise,63,1,60.72178230423732,0.52
noise,63,2,61.64350355494439,0.46
noise,63,3,63.79296800316134,0.55
noise,63,4,61.853793356219164,0.47
noise,63,5,61.01959351789181,0.49
noise,63,6,65.98774067833033,0.52
noise,63,7,63.482331886266714,0.5
noise,63,8,63.543625657564704,0.58
noise,63,9,63.43694485109677,0.52
noise,64,0,63.92502420324946,0.5
noise,64,1,60.54945042756693,0.52
noise,64,2,64.62240056772164,0.41
noise,64,3,63.46653331896204,0.55
noise,64,4,69.5006976193827,0.52
noise,64,5,65.48198047253207,0.54
noise,64,6,72.06826926360245,0.46
noise,64,7,64.84156180516517,0.55
noise,64,8,63.08343875179259,0.53
noise,64,9,64.48908512503976,0.54
noise,65,0,61.150544024115376,0.53
noise,65,1,69.38699295012697,0.5
noise,65,2,66.70134318299797,0.47
noise,65,3,58.033838258766714,0.48
noise,65,4,65.85957859807229,0.58
noise,65,5,65.35615009848499,0.45
noise,65,6,67.0304651801589,0.49
noise,65,7,68.69948876821395,0.55
noise,65,8,66.36418563666778,0.52
noise,65,9,69.78539030434543,0.52
noise,66,0,66.20875567508047,0.47
noise,66,1,61.79391761009902,0.43
noise,66,2,68.79219945374378,0.53
noise,66,3,64.11012331266308,0.52
noise,66,4,65.38725306309607,0.49
noise,66,5,64.00558675871477,0.53
noise,66,6,65.31609468088615,0.51
noise,66,7,65.41594720315037,0.51
noise,66,8,67.60857414863507,0.59
noise,66,9,65.35341012346744,0.45
noise,67,0,66.67978822218312,0.5
noise,67,1,71.65948351590318,0.46
noise,67,2,64.58289441492907,0.5
noise,67,3,62.74905419782231,0.47
noise,67,4,64.83766434061131,0.57
noise,67,5,69.65150739159327,0.52
noise,67,6,69.83610914624691,0.5
noise,67,7,71.08920031530651,0.49
noise,67,8,66.8070788066587,0.59
noise,67,9,66.71272787051774,0.47
noise,68,0,70.9421588741245,0.48
noise,68,1,65.16571169751182,0.48
noise,68,2,65.94882659623971,0.53
noise,68,3,67.71412374228424,0.56
noise,68,4,63.14773985371376,0.5
noise,68,5,70.66762134310316,0.49
noise,68,6,77.56157847809266,0.48
noise,68,7,64.93381259219312,0.51
noise,68,8,61.17157056210267,0.51
noise,68,9,69.4950495012101,0.48
noise,69,0,69.27505761124878,0.49
noise,69,1,67.06590996505517,0.54
noise,69,2,68.35814768699294,0.55
noise,69,3,77.50745998196159,0.54
noise,69,4,65.53144427166762,0.47
noise,69,5,71.67613035219043,0.48
noise,69,6,67.54868269121079,0.51
noise,69,7,70.34427073593214,0.49
noise,69,8,70.76742950539443,0.53
noise,69,9,67.43714109288442,0.5
noise,70,0,73.04215524458043,0.51
noise,70,1,70.80279620715217,0.57
noise,70,2,69.23090864353465,0.47
noise,70,3,69.24334453998371,0.47
noise,70,4,69.34261124255927,0.48
noise,70,5,71.56163640366455,0.51
noise,70,6,69.85933648608965,0.45
noise,70,7,68.97983923634582,0.58
noise,70,8,69.51749125674822,0.52
noise,70,9,70.58275252278345,0.57
noise,71,0,66.82457836898838,0.45
noise,71,1,66.87092772199989,0.57
noise,71,2,71.68221596451556,0.49
noise,71,3,66.669904953103,0.61
noise,71,4,76.42729665208333,0.42
noise,71,5,69.88874638058415,0.5
noise,71,6,72.71225485564482,0.55
noise,71,7,69.45216454029234,0.44
noise,71,8,70.75477078787517,0.52
noise,71,9,70.85773901747113,0.48
noise,72,0,72.37633611857171,0.5
noise,72,1,75.41192203069039,0.46
noise,72,2,66.88602429251512,0.6
noise,72,3,69.30171819987896,0.61
noise,72,4,71.14971413647667,0.46
noise,72,5,67.95210473028679,0.46
noise,72,6,80.66255456679154,0.61
noise,72,7,69.97166181877142,0.57
noise,72,8,68.27281038940673,0.53
noise,72,9,69.9976566888441,0.54
noise,73,0,68.29120872527604,0.44
noise,73,1,72.81945002298335,0.53
noise,73,2,72.63677518657965,0.51
noise,73,3,76.49727638830281,0.51
noise,73,4,67.91220345335047,0.51
noise,73,5,72.10425684462993,0.53
noise,73,6,66.24714450187994,0.52
noise,73,7,73.59647413896298,0.52
noise,73,8,71.55887363488858,0.53
noise,73,9,71.10833745879205,0.53
noise,74,0,70.91271137458243,0.52
noise,74,1,74.61314989933851,0.52
