defense,param_value,trial,rmse,success
noise,74,2,65.03158426374394,0.42
noise,74,3,71.74575422041524,0.46
noise,74,4,74.82256080378882,0.56
noise,74,5,76.52223264847474,0.52
noise,74,6,68.33021609043442,0.49
noise,74,7,73.88113020555203,0.54
noise,74,8,67.85150699632264,0.57
noise,74,9,73.92827422062211,0.52
noise,75,0,78.02817626394989,0.53
noise,75,1,77.98095243764018,0.51
noise,75,2,73.92141600659161,0.53
noise,75,3,76.0671111647671,0.51
noise,75,4,74.88117365884226,0.56
noise,75,5,71.76811116223632,0.53
noise,75,6,77.23998435746114,0.41
noise,75,7,73.13545338057018,0.5
noise,75,8,72.29871974865642,0.5
noise,75,9,71.76557137317977,0.49
noise,76,0,78.97362719179702,0.5
noise,76,1,76.16997273450163,0.51
noise,76,2,72.40922683519824,0.49
noise,76,3,70.86657933988587,0.45
noise,76,4,74.90045920885775,0.55
noise,76,5,76.53960312726728,0.48
noise,76,6,79.02648681408868,0.49
noise,76,7,76.43487933621313,0.55
noise,76,8,76.01164946967822,0.54
noise,76,9,72.20804500582304,0.53
noise,77,0,76.33679309495759,0.5
noise,77,1,78.29967486553824,0.55
noise,77,2,81.06228780440723,0.58
noise,77,3,75.08055079669636,0.56
noise,77,4,77.01385557862332,0.52
noise,77,5,82.36120750494906,0.58
noise,77,6,71.00718398850258,0.46
noise,77,7,83.86576619402035,0.49
noise,77,8,76.9027602333174,0.51
noise,77,9,71.70114404736069,0.56
noise,78,0,83.2908348397024,0.51
noise,78,1,82.52945562749376,0.55
noise,78,2,82.37338136884934,0.52
noise,78,3,78.21498216383092,0.53
noise,78,4,73.53669866926883,0.54
noise,78,5,75.18981507311791,0.45
noise,78,6,78.68823244452254,0.55
noise,78,7,90.62030145734116,0.51
noise,78,8,79.49661620529304,0.47
noise,78,9,79.51273620966424,0.49
noise,79,0,80.69220468375129,0.46
noise,79,1,78.8898256627658,0.51
noise,79,2,80.76125270944674,0.5
noise,79,3,83.75920954510947,0.53
noise,79,4,80.19170053459077,0.44
noise,79,5,83.54449826750769,0.52
noise,79,6,82.76128804929331,0.58
noise,79,7,83.00372402551251,0.47
noise,79,8,80.16440864645797,0.5
noise,79,9,76.47144473869723,0.47
noise,80,0,84.48054308805857,0.58
noise,80,1,78.39051552229448,0.57
noise,80,2,72.64232345279065,0.49
noise,80,3,75.06682092324945,0.51
noise,80,4,77.9724166745917,0.53
noise,80,5,78.1687277339104,0.5
noise,80,6,77.11857188455085,0.54
noise,80,7,78.79401730070559,0.47
noise,80,8,72.1572570570216,0.59
noise,80,9,79.0041935432754,0.46
noise,81,0,91.71989962034364,0.54
noise,81,1,81.19658628565901,0.59
noise,81,2,80.67864414011883,0.48
noise,81,3,77.96540384314004,0.5
noise,81,4,80.06105319057625,0.47
noise,81,5,78.62740581222934,0.48
noise,81,6,85.26770142322351,0.5
noise,81,7,77.08604543992953,0.46
noise,81,8,78.28716524622972,0.43
noise,81,9,75.17497028645353,0.55
noise,82,0,86.34339130573355,0.56
noise,82,1,83.91142963525284,0.46
noise,82,2,77.5301830653486,0.47
noise,82,3,88.15095884685788,0.59
noise,82,4,83.40801885454584,0.51
noise,82,5,83.84168059701143,0.53
noise,82,6,80.22494842760327,0.58
noise,82,7,79.72072473108612,0.52
noise,82,8,82.56524924279759,0.43
noise,82,9,78.15905989601195,0.62
noise,83,0,87.46992320965508,0.51
noise,83,1,82.32346881450636,0.59
noise,83,2,83.38160304819515,0.43
noise,83,3,84.50712174083252,0.51
noise,83,4,83.29528293692469,0.61
noise,83,5,89.60440318595938,0.49
noise,83,6,80.53289940054263,0.44
noise,83,7,78.74806340904543,0.59
noise,83,8,80.89540122668323,0.44
noise,83,9,83.14621969314689,0.49
noise,84,0,81.03385758452477,0.45
noise,84,1,81.3084964535693,0.52
noise,84,2,77.07079480604229,0.54
noise,84,3,84.4336377807509,0.52
noise,84,4,87.26121966665725,0.52
noise,84,5,90.07365183344132,0.57
noise,84,6,80.5801750341451,0.54
noise,84,7,81.76401057155067,0.53
noise,84,8,83.07627199186442,0.55
noise,84,9,78.45262038628786,0.42
noise,85,0,89.22471057110154,0.51
noise,85,1,88.54298293726534,0.45
noise,85,2,82.6742095147654,0.5
noise,85,3,86.36039189138317,0.54
noise,85,4,79.66942905239588,0.5
noise,85,5,83.47853272590673,0.53
noise,85,6,78.2524746624125,0.42
noise,85,7,83.59657810217149,0.46
noise,85,8,94.14026894625738,0.5
noise,85,9,82.24040573791463,0.49
noise,86,0,87.68449060337602,0.63
noise,86,1,87.01302908472712,0.48
noise,86,2,90.08315152491585,0.53
noise,86,3,79.51952731449859,0.55
noise,86,4,91.08568852822002,0.56
noise,86,5,86.28464177530016,0.48
noise,86,6,88.98688273146139,0.47
noise,86,7,91.59711240851946,0.53
noise,86,8,88.71505429142492,0.52
noise,86,9,91.2074245409268,0.47
noise,87,0,84.9158102341544,0.51
noise,87,1,86.85022252729331,0.54
noise,87,2,82.08040734843341,0.51
noise,87,3,80.06119419802326,0.59
noise,87,4,80.48432940108867,0.5
noise,87,5,92.5830374029032,0.54
noise,87,6,86.0723718824088,0.57
noise,87,7,84.34926911142195,0.5
noise,87,8,88.05618394311747,0.47
noise,87,9,82.51921706872746,0.51
noise,88,0,89.33241897556847,0.48
noise,88,1,86.53812140574004,0.51
noise,88,2,97.89570857807496,0.5
noise,88,3,86.00770978380395,0.5
noise,88,4,84.16686470362583,0.56
noise,88,5,84.07273958233408,0.47
noise,88,6,80.08304339151903,0.54
noise,88,7,91.87744956573361,0.55
noise,88,8,91.50911838030643,0.45
noise,88,9,83.69271998094048,0.48
noise,89,0,88.74992735542976,0.56
noise,89,1,98.42134978789795,0.56
noise,89,2,92.95828521037446,0.48
noise,89,3,84.47815394991544,0.52
noise,89,4,88.19839810120708,0.52
noise,89,5,84.68323950842269,0.44
noise,89,6,94.89796904325421,0.48
noise,89,7,92.07606663426805,0.42
noise,89,8,88.85160825105604,0.56
noise,89,9,90.52885633844839,0.57
noise,90,0,89.79110416681726,0.53
noise,90,1,93.35661421091848,0.53
noise,90,2,89.0583798223304,0.59
noise,90,3,92.72114524731165,0.57
noise,90,4,93.93305770608035,0.46
noise,90,5,85.80729014212636,0.46
noise,90,6,88.99999005150426,0.52
noise,90,7,88.47152971854169,0.56
noise,90,8,86.14487831132169,0.65
noise,90,9,90.67977580767506,0.54
noise,91,0,96.67593663566525,0.54
noise,91,1,86.27171965156738,0.56
noise,91,2,92.27177732344519,0.57
noise,91,3,86.38797711507169,0.51
noise,91,4,92.070593573936,0.45
noise,91,5,85.57653605240282,0.52
noise,91,6,91.82908041833676,0.47
noise,91,7,96.2941808630548,0.53
noise,91,8,98.87437961223746,0.52
noise,91,9,91.34712410172354,0.52
noise,92,0,96.5685146503248,0.53
noise,92,1,89.65567041210748,0.48
noise,92,2,94.93218674595349,0.53
noise,92,3,89.31939176149486,0.53
noise,92,4,102.14416150392817,0.58
noise,92,5,89.86900194026123,0.57
noise,92,6,86.8386853956724,0.55
noise,92,7,89.19811273444093,0.55
noise,92,8,97.70203396424438,0.55
noise,92,9,89.25057402962496,0.47
noise,93,0,89.02261713547905,0.48
noise,93,1,92.30152448039073,0.54
noise,93,2,90.11647487361579,0.59
noise,93,3,89.77850412644045,0.44
noise,93,4,95.86980421071337,0.53
noise,93,5,90.47210845450054,0.56
noise,93,6,93.69435972802685,0.55
noise,93,7,86.00252764110317,0.47
noise,93,8,88.92964835925099,0.48
noise,93,9,91.09904443928237,0.53
noise,94,0,93.81040769445113,0.47
noise,94,1,102.02296318630786,0.49
noise,94,2,97.08370749179245,0.52
noise,94,3,94.08072898300341,0.52
noise,94,4,91.44078119034751,0.49
noise,94,5,86.26987651993149,0.47
noise,94,6,90.96134360185164,0.47
noise,94,7,83.52662735996965,0.47
noise,94,8,88.7009507736076,0.5
noise,94,9,92.19563282329206,0.55
noise,95,0,95.40851957566035,0.63
noise,95,1,97.24489097468894,0.46
noise,95,2,90.01330788559729,0.45
noise,95,3,93.19831338012054,0.42
noise,95,4,96.12618676877423,0.55
noise,95,5,95.2139192791137,0.51
noise,95,6,96.7867326068196,0.55
noise,95,7,92.13105502012795,0.44
noise,95,8,104.07448515277204,0.46
noise,95,9,96.7698500546544,0.49
noise,96,0,101.08145388358882,0.45
noise,96,1,95.52306572438668,0.47
noise,96,2,98.21649886863918,0.56
noise,96,3,100.39136141510018,0.44
noise,96,4,94.83581881552574,0.5
noise,96,5,98.63570686298715,0.49
noise,96,6,97.58985776954792,0.54
noise,96,7,96.2975313890224,0.5
noise,96,8,92.2045587743059,0.41
noise,96,9,98.31425199054,0.48
noise,97,0,94.78244226051841,0.51
noise,97,1,90.52285139276528,0.46
noise,97,2,87.48022099086329,0.48
noise,97,3,97.3176212131003,0.54
noise,97,4,85.80338767743055,0.46
noise,97,5,99.27642003348869,0.6
noise,97,6,100.93084364897962,0.45
noise,97,7,95.95064895664393,0.5
noise,97,8,99.64943232077492,0.54
noise,97,9,101.63684366656324,0.47
noise,98,0,101.34759453591161,0.51
noise,98,1,101.97879796922268,0.52
noise,98,2,94.8518097673792,0.62
noise,98,3,102.08104124704496,0.5
noise,98,4,97.00640382614444,0.49
noise,98,5,100.58394398878112,0.47
noise,98,6,90.74557357262873,0.43
noise,98,7,90.91675349382109,0.56
noise,98,8,104.67741030871352,0.5
noise,98,9,94.14935425976793,0.52
noise,99,0,101.81218360480958,0.53
noise,99,1,89.27056134754137,0.41
noise,99,2,98.71245433685635,0.54
noise,99,3,99.23726229970968,0.58
noise,99,4,93.97877314233199,0.46
noise,99,5,91.91251560952244,0.47
noise,99,6,100.43100056719973,0.46
noise,99,7,100.32050577950695,0.52
noise,99,8,98.60018988104082,0.57
noise,99,9,98.68457673436798,0.55
noise,100,0,98.93069755348614,0.47
noise,100,1,97.32307994563807,0.47
noise,100,2,94.83305706066675,0.33
noise,100,3,101.71927082615078,0.49
noise,100,4,100.57677996984889,0.39
noise,100,5,96.71228430564601,0.53
noise,100,6,98.93705930215697,0.52
noise,100,7,97.4677759792602,0.46
noise,100,8,102.62130921319095,0.49
noise,100,9,103.75126813191993,0.5
