defense,param_value,trial,rmse,success
sample,18,2,8.232838491652174,0.69
sample,18,3,10.496236832995004,0.68
sample,18,4,6.62142519439269,0.7
sample,18,5,8.68021377104914,0.69
sample,18,6,8.186627156377092,0.7
sample,18,7,6.289777126122697,0.71
sample,18,8,7.03284621799211,0.7
sample,18,9,5.949260769516134,0.71
sample,19,0,10.616150216974274,0.76
sample,19,1,7.018719528711395,0.73
sample,19,2,11.029383444643454,0.76
sample,19,3,7.294986515055916,0.74
sample,19,4,8.517925533935012,0.69
sample,19,5,9.84456484887534,0.74
sample,19,6,5.605464538018291,0.71
sample,19,7,6.945933863053758,0.72
sample,19,8,6.029169629940163,0.71
sample,19,9,6.357477548180825,0.72
sample,20,0,6.247799612663646,0.72
sample,20,1,8.212794895770866,0.75
sample,20,2,7.457881736793632,0.7
sample,20,3,6.371028174478591,0.71
sample,20,4,9.063387887539626,0.69
sample,20,5,5.925791086428883,0.72
sample,20,6,6.604922406811453,0.72
sample,20,7,5.634270139068591,0.73
sample,20,8,5.9987498697645325,0.72
sample,20,9,5.823229344616267,0.72
sample,21,0,7.654203119647753,0.7
sample,21,1,5.302805914503512,0.73
sample,21,2,5.90867094110422,0.74
sample,21,3,7.489837408054528,0.7
sample,21,4,5.619178771673599,0.72
sample,21,5,5.943865337252544,0.71
sample,21,6,13.324380072198107,0.78
sample,21,7,5.798350887612185,0.74
sample,21,8,5.752127674966511,0.72
sample,21,9,7.727631019862317,0.74
sample,22,0,7.014397825865322,0.74
sample,22,1,6.016863354614195,0.73
sample,22,2,7.441013216353698,0.7
sample,22,3,5.211771482276547,0.74
sample,22,4,9.926943883997385,0.76
sample,22,5,5.9375677464599645,0.73
sample,22,6,5.803094785621641,0.72
sample,22,7,5.167644091319125,0.74
sample,22,8,6.6858274922554175,0.75
sample,22,9,5.53594937993386,0.74
sample,23,0,5.692801311084536,0.75
sample,23,1,5.702593679124189,0.72
sample,23,2,5.869119950904875,0.72
sample,23,3,4.955086558046344,0.73
sample,23,4,9.763790112118201,0.69
sample,23,5,6.506804639472211,0.71
sample,23,6,5.7813082879093,0.74
sample,23,7,10.71661475271151,0.78
sample,23,8,6.8668342122333685,0.76
sample,23,9,5.108428300127401,0.74
sample,24,0,5.274809106603869,0.73
sample,24,1,5.577086057152864,0.72
sample,24,2,5.571641988179467,0.74
sample,24,3,7.033135858207205,0.71
sample,24,4,6.455983443459425,0.71
sample,24,5,5.387691734149442,0.75
sample,24,6,11.3029003160939,0.79
sample,24,7,5.688878038184096,0.72
sample,24,8,7.84521262370314,0.7
sample,24,9,9.499861110095829,0.77
sample,25,0,5.504089388809016,0.73
sample,25,1,4.93051721424842,0.73
sample,25,2,5.554727716099143,0.74
sample,25,3,5.122011323689162,0.74
sample,25,4,6.230971031869752,0.72
sample,25,5,5.663479495857648,0.75
sample,25,6,4.971921157862421,0.75
sample,25,7,7.350850290952741,0.71
sample,25,8,5.913121003328107,0.73
sample,25,9,6.268572405261025,0.73
sample,26,0,5.182052550780748,0.74
sample,26,1,9.182386019861694,0.7
sample,26,2,5.363974173587271,0.73
sample,26,3,5.13590447661358,0.74
sample,26,4,5.269028631720793,0.73
sample,26,5,6.556434573724245,0.73
sample,26,6,5.072649716659824,0.75
sample,26,7,5.529506649510627,0.75
sample,26,8,5.608235702278185,0.75
sample,26,9,9.136512353637228,0.79
sample,27,0,9.146790647517843,0.7
sample,27,1,5.436019558645397,0.75
sample,27,2,5.9090964727975575,0.76
sample,27,3,5.467358558041973,0.75
sample,27,4,7.990707909464334,0.71
sample,27,5,5.083786325360306,0.75
sample,27,6,6.941738732155972,0.77
sample,27,7,8.086552538726947,0.79
sample,27,8,4.365113756478276,0.75
sample,27,9,5.2494352691236035,0.74
sample,28,0,5.108186706510582,0.75
sample,28,1,4.820333208907654,0.74
sample,28,2,5.705269672926629,0.73
sample,28,3,4.59517271110651,0.76
sample,28,4,10.799225217862736,0.7
sample,28,5,6.130161298939891,0.77
sample,28,6,7.606663298096759,0.79
sample,28,7,6.509192871373125,0.78
sample,28,8,4.796161305180021,0.76
sample,28,9,4.7428033559772835,0.74
sample,29,0,5.006441748128889,0.78
sample,29,1,6.337138331726237,0.77
sample,29,2,4.728977511010522,0.75
sample,29,3,7.013429024558587,0.72
sample,29,4,5.491009298420361,0.77
sample,29,5,5.014465401019949,0.74
sample,29,6,4.231555767005165,0.75
sample,29,7,4.822105879484684,0.77
sample,29,8,4.506680864427068,0.74
sample,29,9,6.011320572863046,0.77
sample,30,0,4.545388383356867,0.76
sample,30,1,4.791543476677311,0.76
sample,30,2,5.274835437138195,0.76
sample,30,3,4.497900744915467,0.75
sample,30,4,4.642796092394707,0.75
sample,30,5,4.9230184959139764,0.75
sample,30,6,5.077947966999618,0.75
sample,30,7,5.364440532079951,0.78
sample,30,8,6.685265722301378,0.73
sample,30,9,5.297431243327069,0.77
sample,31,0,4.644082536029782,0.76
sample,31,1,4.010307998063743,0.76
sample,31,2,4.629639726354273,0.76
sample,31,3,6.076345703396081,0.79
sample,31,4,4.726137277862202,0.75
sample,31,5,7.1000677841145885,0.79
sample,31,6,4.49711029891226,0.76
sample,31,7,4.674507992718103,0.77
sample,31,8,7.1765885709834025,0.79
sample,31,9,5.0566293635475565,0.74
sample,32,0,7.40469656704446,0.72
sample,32,1,5.300560111912702,0.75
sample,32,2,5.106315024065789,0.79
sample,32,3,4.702384700872527,0.76
sample,32,4,5.3184011342695845,0.74
sample,32,5,5.124641755771812,0.75
sample,32,6,6.738189899743105,0.73
sample,32,7,4.154365174127089,0.77
sample,32,8,5.227070462984022,0.78
sample,32,9,5.7379152899811965,0.8
sample,33,0,6.088292065553532,0.79
sample,33,1,5.787142186984724,0.8
sample,33,2,6.40729038395164,0.73
sample,33,3,4.565148246486273,0.76
sample,33,4,9.3402407045393,0.71
sample,33,5,5.639253087977725,0.74
sample,33,6,4.368389141486832,0.76
sample,33,7,4.095030471659524,0.77
sample,33,8,4.435965166738151,0.78
sample,33,9,4.557620587303698,0.78
sample,34,0,4.253109995835777,0.76
sample,34,1,5.344811214665607,0.8
sample,34,2,5.062577266700716,0.78
sample,34,3,8.04392891487383,0.72
sample,34,4,4.807055800292734,0.75
sample,34,5,4.642654279000889,0.78
sample,34,6,5.127463539893889,0.75
sample,34,7,6.18854981307635,0.74
sample,34,8,4.839287387843932,0.8
sample,34,9,4.311465762849272,0.75
sample,35,0,3.674067978440802,0.77
sample,35,1,5.12660129289635,0.75
sample,35,2,4.06154188073687,0.77
sample,35,3,6.7919670439814865,0.74
sample,35,4,5.835823569531029,0.8
sample,35,5,5.648938856465136,0.81
sample,35,6,4.376595918831747,0.8
sample,35,7,10.351298843869888,0.84
sample,35,8,3.715933700337793,0.77
sample,35,9,5.219762290310444,0.75
sample,36,0,5.400040008996732,0.81
sample,36,1,7.20103730525019,0.82
sample,36,2,4.009695040896209,0.78
sample,36,3,4.669926110394383,0.76
sample,36,4,3.8718515684232053,0.78
sample,36,5,4.983838076754566,0.75
sample,36,6,3.9393159147932284,0.79
sample,36,7,4.565064601384609,0.77
sample,36,8,6.346122564601024,0.74
sample,36,9,4.615934558878825,0.76
sample,37,0,4.2155417859755655,0.78
sample,37,1,4.247397690810298,0.8
sample,37,2,4.310665506320068,0.77
sample,37,3,5.682139819570208,0.81
sample,37,4,4.518302605715468,0.76
sample,37,5,5.817241256504402,0.82
sample,37,6,4.021130273675183,0.79
sample,37,7,3.781240457974426,0.78
sample,37,8,4.247868885187184,0.8
sample,37,9,4.587679613559463,0.76
sample,38,0,5.889848772214511,0.76
sample,38,1,3.943266289571491,0.78
sample,38,2,4.011933376600682,0.79
sample,38,3,5.224774511695309,0.82
sample,38,4,4.042687732155798,0.77
sample,38,5,6.379244825442609,0.83
sample,38,6,4.874782472595536,0.76
sample,38,7,4.708377928191559,0.76
sample,38,8,4.040559600309902,0.8
sample,38,9,4.955181400784581,0.8
sample,39,0,5.050811835461568,0.76
sample,39,1,5.336242426531426,0.76
sample,39,2,4.008225434953677,0.78
sample,39,3,4.231549656069478,0.77
sample,39,4,4.423928569068551,0.8
sample,39,5,4.1790490567910785,0.78
sample,39,6,4.186517211744633,0.77
sample,39,7,4.237449659721272,0.77
sample,39,8,4.077528579450955,0.81
sample,39,9,4.015670733494246,0.81
sample,40,0,3.5619517121937516,0.79
sample,40,1,3.755495972571399,0.8
sample,40,2,3.7486664295453123,0.79
sample,40,3,5.150364064801633,0.76
sample,40,4,4.422810192626403,0.77
sample,40,5,3.826715301665385,0.78
sample,40,6,4.374071330008234,0.82
sample,40,7,3.8652296180175374,0.78
sample,40,8,4.4212554778026565,0.81
sample,40,9,4.501805193475168,0.82
sample,41,0,4.691749818490957,0.83
sample,41,1,3.862286959715831,0.79
sample,41,2,5.2525960268062635,0.76
sample,41,3,3.773992453130759,0.79
sample,41,4,5.188676581161187,0.83
sample,41,5,3.3697441283841267,0.81
sample,41,6,3.582148049982421,0.8
sample,41,7,4.30788432306028,0.78
sample,41,8,3.073958474339417,0.8
sample,41,9,4.073204322922682,0.81
sample,42,0,4.755830649851615,0.77
sample,42,1,3.7057961587313497,0.8
sample,42,2,3.357826678076163,0.81
sample,42,3,5.401677324112594,0.83
sample,42,4,5.28210408670318,0.77
sample,42,5,3.6235451377179455,0.8
sample,42,6,3.3020985562644016,0.8
sample,42,7,4.2365754364311075,0.78
sample,42,8,3.6104126308608224,0.8
sample,42,9,5.325168069271278,0.84
sample,43,0,3.4594725383177702,0.79
sample,43,1,4.256104005873866,0.78
sample,43,2,3.5570274900019445,0.82
sample,43,3,3.979653838312587,0.79
sample,43,4,3.5382503857585,0.79
sample,43,5,3.2304903876877913,0.81
sample,43,6,3.298098752506842,0.82
sample,43,7,4.195198651465375,0.82
sample,43,8,3.4608218277012712,0.81
sample,43,9,5.04456424756486,0.78
sample,44,0,5.075606058344575,0.84
sample,44,1,3.7202428162110945,0.83
sample,44,2,5.860922557340311,0.77
sample,44,3,3.8586973779431646,0.8
sample,44,4,4.284649710360916,0.82
sample,44,5,5.479986125336843,0.85
sample,44,6,5.496561660042089,0.84
sample,44,7,3.324632583937933,0.8
sample,44,8,5.529608507655302,0.84
sample,44,9,3.7749007977770566,0.81
sample,45,0,4.050902962897879,0.84
sample,45,1,3.632849101269222,0.84
sample,45,2,3.0467651333468053,0.81
sample,45,3,3.792544668389338,0.8
sample,45,4,4.310094381825868,0.79
sample,45,5,3.172227086978173,0.82
sample,45,6,4.048967251345599,0.79
sample,45,7,3.4284935323308643,0.8
sample,45,8,3.931755804180074,0.79
sample,45,9,3.6728651311482894,0.84
sample,46,0,3.8473863664248733,0.8
sample,46,1,4.395036081195404,0.78
sample,46,2,4.9088795359711925,0.84
sample,46,3,3.2375455708377943,0.8
sample,46,4,3.079786529317019,0.83
sample,46,5,3.345367533163893,0.81
sample,46,6,4.755724835874735,0.79
sample,46,7,3.3594434231612755,0.81
sample,46,8,3.897900651581954,0.84
sample,46,9,4.04260041896896,0.83
sample,47,0,7.69405625040702,0.75
sample,47,1,4.307803199078604,0.79
sample,47,2,3.4912550001082554,0.81
sample,47,3,6.4253665259819694,0.77
sample,47,4,3.8337255164455764,0.84
sample,47,5,3.88668491154476,0.8
sample,47,6,3.929194508860093,0.85
sample,47,7,3.269849022531375,0.81
sample,47,8,3.936243530081983,0.79
sample,47,9,3.445072126332921,0.82
sample,48,0,5.076987158848356,0.79
sample,48,1,4.245528693683378,0.79
sample,48,2,5.146030697969499,0.79
sample,48,3,3.204472785550431,0.83
sample,48,4,3.526747990555731,0.81
sample,48,5,3.3619604069319107,0.81
sample,48,6,3.083733082194732,0.81
sample,48,7,4.091760012512952,0.8
sample,48,8,3.450543435460565,0.82
sample,48,9,3.807986855136044,0.85
sample,49,0,3.8789771813384575,0.85
sample,49,1,3.074152294242526,0.82
sample,49,2,4.314636374836671,0.86
sample,49,3,2.965499593390744,0.83
sample,49,4,3.2642045335708656,0.81
sample,49,5,5.021033435427758,0.86
sample,49,6,2.903623739483383,0.84
sample,49,7,3.3887099097067814,0.85
sample,49,8,4.264157642469777,0.86
sample,49,9,3.2819800684209985,0.82
sample,50,0,3.3977934016064015,0.83
sample,50,1,3.967996975805299,0.86
sample,50,2,3.271849629796577,0.82
sample,50,3,4.657252408878008,0.87
sample,50,4,3.5616007637016254,0.82
sample,50,5,3.774254893353124,0.8
sample,50,6,3.8671695075339017,0.86
sample,50,7,3.3000000000000003,0.85
sample,50,8,2.9427877939124323,0.83
sample,50,9,3.1906112267087634,0.83
sample,51,0,3.616554646690023,0.82
sample,51,1,3.046296937075416,0.85
sample,51,2,3.020203022576107,0.83
sample,51,3,2.9559429968090503,0.83
sample,51,4,3.9404898923966263,0.8
sample,51,5,2.8288705609339977,0.83
sample,51,6,3.9480174264287204,0.81
sample,51,7,3.2183421003155632,0.82
sample,51,8,2.7496391011306813,0.84
sample,51,9,4.404327282134094,0.86
sample,52,0,3.8425059623904185,0.86
sample,52,1,3.3398437408085058,0.82
sample,52,2,2.972546972372107,0.84
sample,52,3,3.3184930992400967,0.82
sample,52,4,4.148982195001308,0.81
sample,52,5,2.7523416603656994,0.85
sample,52,6,3.0091035445813152,0.84
sample,52,7,3.3712893254623415,0.82
sample,52,8,3.0827636874503894,0.86
sample,52,9,3.0486343824134003,0.83
sample,53,0,4.284156402842415,0.87
sample,53,1,3.5621404779459303,0.82
sample,53,2,2.970799504746359,0.84
sample,53,3,4.001355679842882,0.82
sample,53,4,5.080302288458299,0.89
sample,53,5,3.427767582791691,0.82
sample,53,6,2.8510667031261505,0.84
sample,53,7,3.1420550265647544,0.83
sample,53,8,2.6957487330526697,0.85
sample,53,9,2.8704315010973507,0.86
sample,54,0,2.6084896217918683,0.84
sample,54,1,2.7361661020982635,0.85
sample,54,2,2.932266921753803,0.86
sample,54,3,2.902318027269392,0.86
sample,54,4,2.9349088548509608,0.84
sample,54,5,3.531052723103031,0.82
sample,54,6,2.7524561920516075,0.85
sample,54,7,3.3306058800345486,0.82
sample,54,8,3.3163973048590343,0.86
sample,54,9,2.844486641276515,0.86
sample,55,0,2.8051237064101935,0.85
sample,55,1,3.1588456412309807,0.86
sample,55,2,3.1461770058383736,0.86
sample,55,3,2.6170767870070053,0.85
sample,55,4,2.8914093335057727,0.85
sample,55,5,3.859120355386104,0.87
sample,55,6,3.6399300692583236,0.88
sample,55,7,5.477915843043874,0.79
sample,55,8,2.909595126757827,0.84
sample,55,9,3.756267489749026,0.88
sample,56,0,3.6616322890765756,0.82
sample,56,1,2.9776548778239182,0.87
sample,56,2,2.756268366128823,0.86
sample,56,3,3.24081512170337,0.87
sample,56,4,2.5922667568704245,0.85
sample,56,5,2.8030140483240613,0.85
sample,56,6,2.719628200879747,0.85
sample,56,7,2.7161178027411377,0.84
sample,56,8,2.8237513043062825,0.87
sample,56,9,5.913623582673403,0.79
sample,57,0,2.76643665120898,0.85
sample,57,1,2.6470053696395452,0.85
sample,57,2,3.3092174729328465,0.83
sample,57,3,5.154579134832289,0.8
sample,57,4,3.6186210471046105,0.89
sample,57,5,2.9964031479720767,0.88
sample,57,6,4.443027917538151,0.81
sample,57,7,3.2916713126888433,0.87
sample,57,8,4.331354225232369,0.82
sample,57,9,2.877170785109068,0.86
sample,58,0,3.290673412860507,0.83
sample,58,1,2.609753725266013,0.87
sample,58,2,2.8435723458508995,0.87
sample,58,3,2.6112750585928346,0.86
sample,58,4,2.8558293014133276,0.87
sample,58,5,2.58535503211701,0.85
sample,58,6,2.5679921784879456,0.87
sample,58,7,4.704679280712327,0.82
sample,58,8,3.167551558779549,0.87
sample,58,9,2.972885793391156,0.87
sample,59,0,2.495978092056124,0.86
sample,59,1,2.7538101363682665,0.85
sample,59,2,3.0629409554795224,0.85
sample,59,3,2.735580881244093,0.87
sample,59,4,2.6645989601627544,0.85
sample,59,5,4.256351017874343,0.83
sample,59,6,3.0430665844322453,0.88
sample,59,7,2.705510034110217,0.88
sample,59,8,3.2264609517101057,0.88
sample,59,9,2.5614958777750667,0.86
sample,60,0,2.5287238766706905,0.86
sample,60,1,3.0475855652922665,0.88
sample,60,2,2.9491995147459558,0.89
sample,60,3,2.5947596763048746,0.85
sample,60,4,3.8069381105788644,0.84
sample,60,5,2.2604080260971564,0.86
sample,60,6,2.409010862020621,0.87
sample,60,7,4.285375647996854,0.9
sample,60,8,2.286554904946158,0.88
sample,60,9,2.4610295948376297,0.88
sample,61,0,3.1087251833380223,0.84
sample,61,1,3.216765657512327,0.89
sample,61,2,2.4118598616990874,0.86
sample,61,3,2.315979799016919,0.86
sample,61,4,2.6219557538744747,0.88
sample,61,5,2.625680700316801,0.88
sample,61,6,2.7249277276042547,0.89
sample,61,7,2.4519395434755134,0.87
sample,61,8,2.8512726004515,0.85
sample,61,9,2.599196224961854,0.89
sample,62,0,3.2938674768810805,0.9
sample,62,1,3.1492207053473655,0.85
sample,62,2,2.4792678335820746,0.88
sample,62,3,4.748917396755503,0.92
sample,62,4,2.4286841630372025,0.88
sample,62,5,3.315794824378875,0.84
sample,62,6,2.9570063538117117,0.86
sample,62,7,2.6961963032619116,0.88
sample,62,8,3.0474968831586366,0.85
sample,62,9,3.0510246312883824,0.85
sample,63,0,2.2515216992529976,0.87
sample,63,1,2.409424731844258,0.87
sample,63,2,2.4458334540516917,0.87
sample,63,3,2.4759198061264756,0.87
sample,63,4,2.2802701921386332,0.87
sample,63,5,2.4392123453502865,0.86
sample,63,6,2.1187280539015663,0.88
sample,63,7,2.8212828975855326,0.85
sample,63,8,2.5408266272237996,0.88
sample,63,9,3.0122965426852186,0.86
sample,64,0,2.944748371041234,0.86
sample,64,1,2.557949465636489,0.89
sample,64,2,2.5629725174102043,0.88
sample,64,3,2.990009406339719,0.85
sample,64,4,2.3736015619728597,0.87
sample,64,5,3.333784800155823,0.85
sample,64,6,2.2329781472844736,0.88
sample,64,7,2.4899054010644663,0.89
sample,64,8,2.2923019952658943,0.87
sample,64,9,2.2016107384708135,0.88
sample,65,0,2.765606602837216,0.91
sample,65,1,3.0369957516049095,0.85
sample,65,2,3.1723099306117595,0.86
sample,65,3,2.954096543874717,0.9
sample,65,4,2.5484999648824633,0.87
sample,65,5,2.6311065910546323,0.9
sample,65,6,2.271791254265801,0.9
sample,65,7,3.273888085330083,0.92
sample,65,8,2.149322171945511,0.87
sample,65,9,2.497365475761733,0.87
sample,66,0,2.025006660307155,0.89
sample,66,1,2.890489773286974,0.86
sample,66,2,3.3441401952589205,0.86
sample,66,3,2.8787376391150454,0.86
sample,66,4,2.0478751109762783,0.88
sample,66,5,2.711896046180468,0.86
sample,66,6,2.182015984299659,0.89
sample,66,7,2.092453316454802,0.88
sample,66,8,2.631943351117086,0.9
sample,66,9,3.5346702081321695,0.92
sample,67,0,1.9957503860641392,0.88
sample,67,1,2.083184326742277,0.88
sample,67,2,2.9926858190717223,0.93
sample,67,3,3.208809958530823,0.85
sample,67,4,2.900925486632342,0.87
sample,67,5,2.0814054940050712,0.9
sample,67,6,2.344453553346793,0.91
sample,67,7,2.334275393528229,0.9
sample,67,8,2.4003441035712187,0.88
sample,67,9,2.2452419927812595,0.89
sample,68,0,2.2524842110672543,0.9
sample,68,1,2.221400318979591,0.88
sample,68,2,2.4852018778566918,0.91
sample,68,3,2.399917097760788,0.88
sample,68,4,2.153905280758072,0.89
sample,68,5,2.038589647492857,0.89
sample,68,6,2.059865282657815,0.9
sample,68,7,2.960714516772427,0.86
sample,68,8,2.0308775610115117,0.89
sample,68,9,2.2976857621510605,0.92
sample,69,0,4.559136391651511,0.95
sample,69,1,2.255052438344825,0.89
sample,69,2,2.500548774047922,0.92
sample,69,3,2.1127455009477214,0.91
sample,69,4,2.8143858470121357,0.86
sample,69,5,2.0648573294056547,0.9
sample,69,6,2.799385565854372,0.88
sample,69,7,2.527844101047738,0.93
sample,69,8,1.9836530006664828,0.9
sample,69,9,2.424327318857811,0.88
sample,70,0,2.100534431510034,0.89
sample,70,1,3.5670544642632542,0.95
sample,70,2,1.9533069813179154,0.91
sample,70,3,2.001045645023968,0.91
sample,70,4,2.0870592532390195,0.91
sample,70,5,1.940439672458018,0.89
sample,70,6,1.9856372030259752,0.91
sample,70,7,1.8942447743906077,0.92
sample,70,8,2.46284637054323,0.92
sample,70,9,1.8889852583126343,0.89
sample,71,0,4.8038386422994845,0.85
sample,71,1,2.063832811021964,0.91
sample,71,2,1.8125222912117946,0.91
sample,71,3,2.125775119143885,0.89
sample,71,4,2.4686257859741216,0.92
sample,71,5,1.8013476076897035,0.91
sample,71,6,3.402929995322393,0.94
sample,71,7,3.802180437088086,0.95
sample,71,8,2.1527149625480324,0.91
sample,71,9,2.639747001757375,0.89
sample,72,0,2.804210348567373,0.88
sample,72,1,2.1762253537084466,0.93
sample,72,2,2.4392495304099038,0.93
sample,72,3,2.4537983909053898,0.89
sample,72,4,4.201348255083579,0.85
sample,72,5,1.86874470972454,0.91
sample,72,6,2.224589017390919,0.93
sample,72,7,2.6835231126815904,0.93
sample,72,8,2.809889391962204,0.93
sample,72,9,1.8318681013492044,0.91
sample,73,0,2.05603820809693,0.92
sample,73,1,3.12263331285156,0.88
sample,73,2,2.258067623850652,0.89
sample,73,3,1.78809211441842,0.91
